Contrato,Dirección Suministro,Uso,M3 Consumidos
6147451,"VERA, DE LA 18",DOMESTICO,35
6147452,"VERA, DE LA 20",DOMESTICO,35
6147454,"VERA, DE LA 24",DOMESTICO,18
6147456,"VERA, DE LA 28",DOMESTICO,2
6147457,"VERA, DE LA 30",DOMESTICO,44
6147458,"VERA, DE LA 32",DOMESTICO,4
6147460,MONFRAGUE 5,DOMESTICO,31
6147461,MONFRAGUE 7,DOMESTICO,10
6147462,MONFRAGUE 9,DOMESTICO,25
6147463,MONFRAGUE 11,DOMESTICO,35
6147464,"LLANOS, RONDA DE LOS 1",DOMESTICO,0
6147465,"LLANOS, RONDA DE LOS 3",DOMESTICO,18
6147466,"LLANOS, RONDA DE LOS 5",DOMESTICO,18
6147467,"LLANOS, RONDA DE LOS 7",DOMESTICO,37
6147468,"LLANOS, RONDA DE LOS 9",DOMESTICO,35
6147470,"LLANOS, RONDA DE LOS 13",DOMESTICO,30
6147471,"LLANOS, RONDA DE LOS 15",DOMESTICO,22
6147472,"LLANOS, RONDA DE LOS 17",DOMESTICO,46
6147473,LARGA ALTA 55,NO DOMESTICO,2
6147474,AV.CONSTITUCION 24-1-A,DOMESTICO,2
6147476,NISA 9 1º-C,DOMESTICO,27
6147477,NISA 12 2º,DOMESTICO,33
6147479,NISA 5 2º-E,DOMESTICO,16
6147480,NISA 14 1º-D,DOMESTICO,24
6147481,LARGA ALTA 52 1º,DOMESTICO,6
6147482,PS.EXTREMADURA 5 LC. ABOGAD,NO DOMESTICO,0
6147483,LARGA ALTA 20,COMERCIAL,4
6147484,PS.EXTREMADURA 27,NO DOMESTICO,3
6147485,EJIDO MARTIRES SN,NO DOMESTICO,5
6147486,NISA 8 2º-E,DOMESTICO,4
6147487,KINEA 2 C,DOMESTICO,16
6147488,"NUÑEZ DE BALBOA, TRVA 8",COMUNIDAD PROPIETARIOS,0
6147489,NISA 8,COMUNIDAD PROPIETARIOS,0
6147490,TORO PINTAO 12,DOMESTICO,12
6147492,CANTARRANA 2,INDUSTRIAL,22
6147493,AV.EJIDO DE ABAJO 93,DOMESTICO,23
6147495,"SANTO, DEL 19",DOMESTICO,17
6147496,PAREDES 26 A,DOMESTICO,31
6147497,SANGUINO 29,GARAJES,0
6147498,NISA 1,COMUNIDAD PROPIETARIOS,1
6147499,CUATRO LUGARES SN,NO DOMESTICO,0
6147500,DCBTO. AMERICA 5 1º,DOMESTICO,4
6147501,NISA 14 1º-C,DOMESTICO,36
6147502,AV.CONSTITUCION 30-A,DOMESTICO,15
6147503,BARRIONUEVO BAJO 51 B,DOMESTICO,44
6147504,BARRIONUEVO BAJO 51 C,DOMESTICO,38
6147505,BARRIONUEVO BAJO 51 D,DOMESTICO,29
6147507,BARRIONUEVO BAJO 53 B,DOMESTICO,34
6147508,BARRIONUEVO BAJO 53 C,DOMESTICO,1
6147509,BARRIONUEVO BAJO 53 D,DOMESTICO,44
6147510,BARRIONUEVO BAJO 53 E,DOMESTICO,30
6147511,BARRIONUEVO BAJO 53 F,DOMESTICO,27
6147513,BARRIONUEVO BAJO 53 1º-H,DOMESTICO,39
6147514,BARRIONUEVO BAJO 55 A,DOMESTICO,0
6147515,BARRIONUEVO BAJO 55 C,DOMESTICO,2
6147516,BARRIONUEVO BAJO 55 D,DOMESTICO,18
6147517,BARRIONUEVO BAJO 55 E,DOMESTICO,24
6147518,BARRIONUEVO BAJO 55 F,DOMESTICO,39
6147519,BARRIONUEVO BAJO 55 1º-G,DOMESTICO,17
6147520,BARRIONUEVO BAJO 55 1º-H,DOMESTICO,25
6147521,BARRIONUEVO BAJO 57 A,DOMESTICO,24
6147522,BARRIONUEVO BAJO 57 C,DOMESTICO,23
6147523,BARRIONUEVO BAJO 57 D,DOMESTICO,16
6147524,BARRIONUEVO BAJO 57 F,DOMESTICO,7
6147525,BARRIONUEVO BAJO 57 1º-G,DOMESTICO,11
6147526,BARRIONUEVO BAJO 57 1º-H,DOMESTICO,32
6147527,BARRIONUEVO BAJO 59 A,DOMESTICO,14
6147528,BARRIONUEVO BAJO 59 C,DOMESTICO,17
6147529,BARRIONUEVO BAJO 59 E,DOMESTICO,36
6147531,"VILLUERCAS, LAS 6 A",DOMESTICO,40
6147532,"VILLUERCAS, LAS 6 1º-B",DOMESTICO,39
6147534,"VILLUERCAS, LAS 4",DOMESTICO,22
6147537,BARRIONUEVO BAJO 14,DOMESTICO,24
6147539,LOBO 22,NO DOMESTICO,0
6147540,LOBO SN,GARAJES,1
6147541,SANGUINO 18 2º-A,DOMESTICO,17
6147542,CANTARRANA 5,DOMESTICO,23
6147544,LOBO SN,GARAJES,6
6147545,"CHARCA, RDA. 18 2º-B",DOMESTICO,55
6147546,SANGUINO 91,DOMESTICO,26
6147547,"SANTO, DEL 26 A",DOMESTICO,13
6147548,LOBO SN,GARAJES,10
6147549,"CHARCA, RDA. 3 1º-C",DOMESTICO,27
6147550,"CHARCA, RDA. 3 2º-C",DOMESTICO,62
6147552,"CHARCA, RDA. 5 B",DOMESTICO,31
6147553,"CHARCA, RDA. 5 1º-B",DOMESTICO,0
6147555,PS.EXTREMADURA 5-2-A,DOMESTICO,33
6147556,"SANTO, DEL 72",DOMESTICO,0
6147557,BARRIONUEVO BAJO 55 B,DOMESTICO,0
6147558,BARRIONUEVO BAJO 57 E,DOMESTICO,1
6147559,SANGUINO 18 2º-B,DOMESTICO,3
6147560,NUEVA 20,DOMESTICO,2
6147561,BARRIONUEVO BAJO 55,COMUNIDAD PROPIETARIOS,1
6147562,BARRIONUEVO BAJO 59,COMUNIDAD PROPIETARIOS,1
6147563,"PAZ, LA 9",DOMESTICO,36
6147565,SANGUINO 22,DOMESTICO,23
6147566,LISBOA 30,DOMESTICO,24
6147567,"CHARCA, RDA. 16 B",DOMESTICO,49
6147568,PS.EXTREMADURA 5-1-C,DOMESTICO,32
6147571,KINEA 1 C,DOMESTICO,42
6147572,PARRA 12 1º,DOMESTICO,30
6147573,CORTES 7 1º,DOMESTICO,34
6147574,BARRIONUEVO BAJO 57 B,DOMESTICO,39
6147575,BARRIONUEVO BAJO 59 D,DOMESTICO,21
6147576,"HURDES, DE LAS 34",DOMESTICO,1
6147578,"CHARCA, RDA. 5 2º-B",DOMESTICO,0
6147579,"NUÑEZ DE BALBOA, TRVA 6 B",DOMESTICO,6
6147580,LARGA BAJA 5,COMERCIAL,2
6147581,AV.EJIDO DE ABAJO 21,DOMESTICO,43
6147582,NISA 6 A,DOMESTICO,38
6147583,NISA 8 1º-C,DOMESTICO,20
6147584,LARGA ALTA 98 1º,DOMESTICO,18
6147585,"NUÑEZ DE BALBOA, TRVA 6 1º-A",DOMESTICO,15
6147586,LAS ERAS 2-N,DOMESTICO,17
6147587,KINEA 2 2º-C,DOMESTICO,3
6147588,AV.CONSTITUCION 28,DOMESTICO,0
6147590,BARRIONUEVO BAJO 59 1º-H,DOMESTICO,0
6147591,LARGA ALTA 80 2º,DOMESTICO,33
6147592,LARGA ALTA 80 3º,DOMESTICO,27
6147593,"SANTO, DEL 100 A",DOMESTICO,25
6147595,LARGA BAJA 97,NO DOMESTICO,0
6147597,C/ MADRID 4,DOMESTICO,30
6147598,"CHARCA, RDA. 14 2º-C",DOMESTICO,5
6147600,SANTIAGO 56,DOMESTICO,27
6147601,PLAZA TOROS SN,NO DOMESTICO,19
6147603,KINEA 1 A,DOMESTICO,0
6147604,LARGA ALTA 75,DOMESTICO,10
6147605,BARRIONUEVO ALTO 26 1º,DOMESTICO,4
6147607,SANGUINO 80,GARAJES,2
6147609,SAN BLAS 10,DOMESTICO,4
6147610,BARRIONUEVO ALTO 15,COMERCIAL,7
6147611,HISPANOAMERICA 9,DOMESTICO,23
6147612,IGLESIA 5 2º-D,DOMESTICO,0
6147613,AV.EJIDO DE ABAJO 85,GARAJES,0
6147614,LOBO 27,DOMESTICO,2
6147615,"NUÑEZ DE BALBOA, TRVA 6",COMUNIDAD PROPIETARIOS,1
6147618,AV.CONSTITUCION 24-B,DOMESTICO,21
6147619,LARGA ALTA 98 2º,DOMESTICO,19
6147620,PS.EXTREMADURA 5,COMERCIAL,1
6147621,SOLANA 18,DOMESTICO,16
6147622,SATURNINO MARTIN MORENO SN,NO DOMESTICO,251
6147623,AV.CONSTITUCION 62,DOMESTICO,3
6147624,"CHARCA, RDA. 16 2º-D",DOMESTICO,25
6147626,SANGUINO 78,DOMESTICO,29
6147628,"SOLEDAD, RDA. SN",GARAJES,1
6147629,BARRIONUEVO BAJO 42,DOMESTICO,41
6147630,BARRIONUEVO ALTO 9 1º,DOMESTICO,8
6147631,NISA 6 1º-D,DOMESTICO,0
6147632,SAN BARTOLOME 2 2º,DOMESTICO,12
6147634,"LLANOS, RONDA DE LOS 10",GARAJES,0
6147635,"LLANOS, RONDA DE LOS SN",GARAJES,0
6147636,"LLANOS, RONDA DE LOS SN",GARAJES,12
6147637,"LLANOS, RONDA DE LOS SN",GARAJES,4
6147638,"LLANOS, RONDA DE LOS SN",GARAJES,0
6147639,PLAZA TOROS 19,DOMESTICO,10
6147640,CORTES 7,DOMESTICO,37
6147641,"ENCARNACION, CTRA. SN",NO DOMESTICO,8
6147642,KINEA 6 1º-C,DOMESTICO,1
6147643,NISA 6 B,DOMESTICO,30
6147646,LARGA BAJA 48,DOMESTICO,0
6147647,BARRIONUEVO ALTO 87 1º-DR,DOMESTICO,18
6147649,"CURA, DEL 70 D",DOMESTICO,12
6147650,"CURA, DEL 70 IZ",DOMESTICO,44
6147651,"SANTO, DEL 50",DOMESTICO,7
6147652,"CHARCA, RDA. SN",GARAJES,0
6147653,"CURA, DEL 70 2º-DE",DOMESTICO,10
6147655,"CHARCA, RDA. 12 2º-B",DOMESTICO,36
6147656,CANTARRANA SN,NO DOMESTICO,0
6147657,CORTES 5,DOMESTICO,39
6147659,"SOLEDAD, RDA. 21",GARAJES,1
6147660,SANGUINO 89,DOMESTICO,29
6147663,LARGA ALTA 70,COMERCIAL,31
6147665,LARGA ALTA 91,DOMESTICO,35
6147666,NISA 1 2º-E,DOMESTICO,18
6147667,AV.EJIDO DE ABAJO 21,DOMESTICO,45
6147669,NISA 5 B,DOMESTICO,30
6147670,VALLE DEL AMBROZ SN,GARAJES,3
6147671,LARGA BAJA 60,DOMESTICO,0
6147672,"SANTO, DEL 25",DOMESTICO,0
6147673,PS.EXTREMADURA 17,COMUNIDAD PROPIETARIOS,0
6147674,AV.CONSTITUCION 56,DOMESTICO,0
6147675,LARGA ALTA 81 2º,DOMESTICO,36
6147676,"NUÑEZ DE BALBOA, TRVA 6 1º-B",DOMESTICO,0
6147679,NISA 2 1º-D,DOMESTICO,29
6147680,"CHARCA, RDA. 14 1º-F",DOMESTICO,2
6147681,"LLANOS, RONDA DE LOS 22",GARAJES,0
6147682,C/ MADRID 14,DOMESTICO,45
6147684,LISBOA 39,DOMESTICO,17
6147685,LISBOA 37,DOMESTICO,60
6147686,LISBOA 35,DOMESTICO,1
6147688,LISBOA 29,DOMESTICO,22
6147689,LISBOA 25,DOMESTICO,2
6147690,LISBOA 21,DOMESTICO,47
6147691,LISBOA 17,DOMESTICO,30
6147692,LISBOA 15,DOMESTICO,0
6147693,LISBOA 13,DOMESTICO,30
6147694,LISBOA 11,DOMESTICO,41
6147695,LISBOA 9,DOMESTICO,48
6147697,LISBOA 20,DOMESTICO,19
6147698,LISBOA 16,DOMESTICO,12
6147699,LISBOA 14,DOMESTICO,35
6147700,VALDIVIA SN,GARAJES,0
6147701,LARGA ALTA 96 2º,DOMESTICO,43
6147702,SANGUINO 82,DOMESTICO,15
6147703,LISBOA 27,DOMESTICO,39
6147705,"CURA, DEL 30 2º",DOMESTICO,1
6147707,LISBOA 41,DOMESTICO,31
6147708,SANGUINO 39,DOMESTICO,66
6147709,LARGA ALTA 96,DOMESTICO,19
6147710,LISBOA 7,DOMESTICO,34
6147711,LARGA BAJA 44,DOMESTICO,9
6147713,SANGUINO 34,DOMESTICO,43
6147714,SANTIAGO 3,DOMESTICO,24
6147715,LISBOA 18,DOMESTICO,2
6147716,LISBOA 23,DOMESTICO,0
6147717,LISBOA 31,DOMESTICO,12
6147720,PLAZA TOROS 5 2º,DOMESTICO,21
6147721,BARRIONUEVO ALTO 18,DOMESTICO,19
6147722,PAREDES 11,DOMESTICO,7
6147723,NISA 3 2º-E,DOMESTICO,0
6147724,NISA 3 1º-D,DOMESTICO,17
6147725,"HURDES, DE LAS 42",DOMESTICO,60
6147726,"HURDES, DE LAS 44",DOMESTICO,17
6147727,"HURDES, DE LAS 46",DOMESTICO,19
6147728,"HURDES, DE LAS 48",DOMESTICO,43
6147729,"HURDES, DE LAS 50",DOMESTICO,36
6147730,"HURDES, DE LAS 52",DOMESTICO,0
6147731,"HURDES, DE LAS 54",DOMESTICO,23
6147732,"HURDES, DE LAS 56",DOMESTICO,24
6147733,"HURDES, DE LAS 58",DOMESTICO,31
6147735,"HURDES, DE LAS 64",DOMESTICO,33
6147736,"HURDES, DE LAS 66",DOMESTICO,38
6147737,"HURDES, DE LAS 68",DOMESTICO,17
6147738,"HURDES, DE LAS 70",DOMESTICO,37
6147739,"HURDES, DE LAS 72",DOMESTICO,0
6147740,"VERA, DE LA 43",DOMESTICO,33
6147741,"VERA, DE LA 45",DOMESTICO,33
6147742,"VALLE DEL JERTE, DEL 41",DOMESTICO,49
6147743,"VALLE DEL JERTE, DEL 43",DOMESTICO,30
6147744,"VALLE DEL JERTE, DEL 45",DOMESTICO,26
6147746,"VALLE DEL JERTE, DEL 49",DOMESTICO,11
6147747,"VALLE DEL JERTE, DEL 51",DOMESTICO,30
6147748,"VALLE DEL JERTE, DEL 53",DOMESTICO,19
6147750,"VALLE DEL JERTE, DEL 57",DOMESTICO,10
6147751,"VALLE DEL JERTE, DEL 59",DOMESTICO,65
6147752,"VALLE DEL JERTE, DEL 44",DOMESTICO,19
6147753,"VALLE DEL JERTE, DEL 46",DOMESTICO,16
6147754,"VALLE DEL JERTE, DEL 48",DOMESTICO,52
6147755,"VALLE DEL JERTE, DEL 50",DOMESTICO,39
6147756,"VALLE DEL JERTE, DEL 52",DOMESTICO,28
6147758,"VALLE DEL JERTE, DEL 56",DOMESTICO,61
6147759,"VALLE DEL JERTE, DEL 58",DOMESTICO,0
6147761,LARGA BAJA 7 1º,DOMESTICO,33
6147762,KINEA 5 B,DOMESTICO,35
6147763,KINEA 6 2º-A,DOMESTICO,0
6147764,BARRIONUEVO ALTO 36 A,DOMESTICO,0
6147765,LISBOA 43,DOMESTICO,36
6147767,AV.EJIDO DE ABAJO 137,DOMESTICO,1
6147768,AV.EJIDO DE ABAJO 139,DOMESTICO,13
6147769,AV.EJIDO DE ABAJO 141,DOMESTICO,31
6147770,AV.EJIDO DE ABAJO 143,DOMESTICO,30
6147771,AV.EJIDO DE ABAJO 145,DOMESTICO,6
6147772,AV.EJIDO DE ABAJO 147,DOMESTICO,36
6147773,AV.EJIDO DE ABAJO 151,DOMESTICO,14
6147774,AV.EJIDO DE ABAJO 153,DOMESTICO,1
6147775,AV.EJIDO DE ABAJO 155,DOMESTICO,0
6147776,AV.EJIDO DE ABAJO 157,DOMESTICO,1
6147777,AV.EJIDO DE ABAJO 159,DOMESTICO,34
6147778,AV.EJIDO DE ABAJO 161,DOMESTICO,21
6147779,AV.EJIDO DE ABAJO 163,DOMESTICO,28
6147780,AV.EJIDO DE ABAJO 165,DOMESTICO,1
6147781,BARRIONUEVO BAJO 100,DOMESTICO,13
6147782,BARRIONUEVO BAJO 98,DOMESTICO,48
6147783,BARRIONUEVO BAJO 96,DOMESTICO,47
6147784,BARRIONUEVO BAJO 94,DOMESTICO,4
6147785,BARRIONUEVO BAJO 92,DOMESTICO,39
6147786,MACORRILLA 5,DOMESTICO,7
6147787,SANTIAGO 70,DOMESTICO,15
6147788,BARRIONUEVO BAJO 68,DOMESTICO,0
6147789,BARRIONUEVO BAJO 70,DOMESTICO,2
6147790,BARRIONUEVO BAJO 72,DOMESTICO,23
6147792,BARRIONUEVO BAJO 76,DOMESTICO,14
6147793,BARRIONUEVO BAJO 78,DOMESTICO,33
6147794,BARRIONUEVO BAJO 80,DOMESTICO,34
6147795,BARRIONUEVO BAJO 82,DOMESTICO,0
6147796,BARRIONUEVO BAJO 84,DOMESTICO,21
6147797,BARRIONUEVO BAJO 88,DOMESTICO,8
6147799,LARGA ALTA 40 A,DOMESTICO,0
6147803,LARGA ALTA 59 A,DOMESTICO,16
6147804,LARGA ALTA 78,DOMESTICO,20
6147805,"CHARCA, RDA. 14",COMERCIAL,5
6147806,"CURA, DEL 1 2º-B",DOMESTICO,38
6147807,LISBOA 12,DOMESTICO,39
6147808,LISBOA 10,DOMESTICO,13
6147809,LISBOA 6,DOMESTICO,29
6147811,LISBOA 5,DOMESTICO,36
6147815,"SANTO, DEL 77 1º",DOMESTICO,42
6147816,LARGA ALTA 84,DOMESTICO,11
6147817,PS.EXTREMADURA 17,COMERCIAL,1
6147818,SANGUINO 47,DOMESTICO,42
6147821,KINEA 6 B,DOMESTICO,7
6147824,VALLE DEL AMBROZ 7,DOMESTICO,31
6147825,VALLE DEL AMBROZ 9,DOMESTICO,1
6147826,VALLE DEL AMBROZ 11,DOMESTICO,50
6147827,VALLE DEL AMBROZ 13,DOMESTICO,34
6147828,VALLE DEL AMBROZ 15,DOMESTICO,19
6147829,VALLE DEL AMBROZ 17,DOMESTICO,17
6147830,VALLE DEL AMBROZ 19,DOMESTICO,43
6147831,VALLE DEL AMBROZ 21,DOMESTICO,20
6147832,VALLE DEL AMBROZ 23,DOMESTICO,27
6147833,VALLE DEL AMBROZ 25,DOMESTICO,0
6147834,VALLE DEL AMBROZ 27,DOMESTICO,34
6147835,VALLE DEL AMBROZ 29,DOMESTICO,30
6147836,CTRA. SALAMANCA SN,INDUSTRIAL,67
6147837,EL MONTE SN,NO DOMESTICO,19
6147839,EL MONTE SN,NO DOMESTICO,2
6147840,EL MONTE SN,GANADERO,2
6147842,EL MONTE SN,DOMESTICO,8
6147843,EL MONTE SN,DOMESTICO,0
6147844,EL MONTE SN,DOMESTICO,48
6147845,CTRA. SALAMANCA SN,NO DOMESTICO,0
6147846,EL MONTE SN,GANADERO,4
6147847,EL MONTE SN,DOMESTICO,35
6147848,EL MONTE SN,DOMESTICO,4
6147849,EL MONTE SN,DOMESTICO,14
6147850,EL MONTE SN,DOMESTICO,19
6147851,EL MONTE SN,DOMESTICO,45
6147852,EL MONTE SN,DOMESTICO,23
6147853,CTRA. CASAR SN,DOMESTICO,84
6147855,CTRA. CASAR SN,DOMESTICO,9
6147856,CTRA. CASAR SN,DOMESTICO,0
6147858,CTRA. CASAR SN,DOMESTICO,86
6147859,EL MONTE SN,DOMESTICO,0
6147861,MONTERO SN,GANADERO,6
6147862,"ENCARNACION, CTRA. SN",NO DOMESTICO,57
6147863,"ENCARNACION, CTRA. SN",GANADERO,24
6147864,"ENCARNACION, CTRA. SN",NO DOMESTICO,254
6147865,"ENCARNACION, CTRA. SN",GANADERO,18
6147866,"ENCARNACION, CTRA. SN",NO DOMESTICO,1
6147867,"ENCARNACION, CTRA. SN",NO DOMESTICO,2
6147868,"ENCARNACION, CTRA. SN",GANADERO,1
6147869,EL MONTE SN,DOMESTICO,13
6147870,EL MONTE SN,DOMESTICO,2
6147871,MONTE SN,DOMESTICO,7
6147872,MONTE SN,DOMESTICO,1
6147873,MONTE SN,DOMESTICO,0
6147874,MONTE SN,DOMESTICO,9
6147876,EL MONTE SN,DOMESTICO,21
6147877,EL MONTE SN,DOMESTICO,21
6147878,EL MONTE SN,DOMESTICO,3
6147879,EL MONTE SN,DOMESTICO,53
6147882,EL MONTE SN,DOMESTICO,79
6147883,FINCAS RUSTICAS SN,NO DOMESTICO,6
6147884,FINCAS RUSTICAS SN,GANADERO,15
6147885,FINCAS RUSTICAS SN,GANADERO,8
6147886,FINCAS RUSTICAS SN,GANADERO,94
6147888,FINCAS RUSTICAS SN,GANADERO,0
6147889,FINCAS RUSTICAS SN,GANADERO,41
6147890,FINCAS RUSTICAS SN,GANADERO,9
6147891,FINCAS RUSTICAS SN,GANADERO,37
6147893,MONTERO SN,NO DOMESTICO,91
6147894,EL MONTE SN,GARAJES,2
6147895,"ENCARNACION, CTRA. SN",NO DOMESTICO,24
6147896,EL MONTE SN,DOMESTICO,12
6147899,EL MONTE SN,DOMESTICO,24
6147900,VILLOLUENGO SN,DOMESTICO,22
6147904,FINCAS RUSTICAS SN,NO DOMESTICO,1
6147909,"CARRASCA, CALLEJA SN",NO DOMESTICO,7
6147911,EL MONTE SN,NO DOMESTICO,0
6147912,CISNERO SN,DOMESTICO,11
6147913,MONTERO SN,NO DOMESTICO,10
6147914,FINCAS RUSTICAS SN,GANADERO,62
6147915,LA HORCA SN,GANADERO,151
6147916,LA HORCA SN,NO DOMESTICO,18
6147918,MONTERO SN,GANADERO,51
6147919,CTRA. CASAR SN,NO DOMESTICO,14
6147920,"ENCARNACION, CTRA. SN",NO DOMESTICO,9
6147921,CISNERO SN,NO DOMESTICO,48
6147922,MONTE SN,DOMESTICO,0
6147923,MONTE SN,DOMESTICO,10
6147924,MONTE 114 PARCELA,DOMESTICO,4
6147925,MONTE SN,DOMESTICO,4
6147926,MONTE SN,DOMESTICO,26
6147928,CAMINO DE LAS HERRADURAS SN,GANADERO,17
6147929,CAMINO DE LAS HERRADURAS SN,GANADERO,12
6147930,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,20
6147931,CAMINO DE LAS HERRADURAS SN,GANADERO,32
6147932,CAMINO DE LAS HERRADURAS SN,GANADERO,15
6147933,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,6
6147934,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,0
6147935,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,26
6147936,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,3
6147937,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,21
6147938,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,38
6147941,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,12
6147942,CAMINO DE LAS HERRADURAS SN,NO DOMESTICO,1
6147943,CAMINO DE LAS HERRADURAS SN,GANADERO,11
6147944,"CHARCA, RDA. SN",NO DOMESTICO,6
6147945,"CHARCA, RDA. SN",GARAJES,3
6147946,"CHARCA, RDA. SN",GARAJES,0
6147947,CTRA. CASAR-ARROYO SN,DOMESTICO,0
6147948,CTRA. CASAR-ARROYO SN,DOMESTICO,24
6147949,CTRA. CASAR-ARROYO SN,COMERCIAL,2
6147950,CTRA. CASAR-ARROYO SN,NO DOMESTICO,397
6147951,CTRA. CASAR-ARROYO SN,INDUSTRIAL,4280
6147952,EJIDO MARTIRES SN,NO DOMESTICO,30
6147953,EJIDO MARTIRES SN,GARAJES,0
6147954,"ENCARNACION, CTRA. SN",DOMESTICO,33
6147955,"ENCARNACION, CTRA. SN",NO DOMESTICO,7
6147956,"ENCARNACION, CTRA. SN",NO DOMESTICO,7
6147957,CAMINO DE LAS HERRADURAS SN,GANADERO,63
6147959,MONTE SN,DOMESTICO,29
6147960,FINCA PASCUALA SN,NO DOMESTICO,1
6147961,CTRA. CASAR SN,DOMESTICO,29
6147962,FINCAS RUSTICAS SN,GANADERO,37
6147963,EL MONTE SN,INDUSTRIAL,7
6147964,CAMINO DE LAS BARCAS SN,GANADERO,37
6147965,EL MONTE SN,DOMESTICO,1
6147966,MONTE SN,DOMESTICO,4
6147968,CTRA. CASAR SN,DOMESTICO,24
6147969,CTRA. CASAR SN,DOMESTICO,198
6147970,CTRA. CASAR SN,DOMESTICO,5
6147971,CAMINO DE LAS BARCAS SN,GANADERO,0
6147972,CAMINO DE LAS BARCAS SN,NO DOMESTICO,274
6147973,CAMINO DE LAS BARCAS SN,GANADERO,0
6147974,POLIG. CHARCA DEL HAMBRE SN 2º,COMERCIAL,13
6147975,POLIG. CHARCA DEL HAMBRE SN 3º,NO DOMESTICO,1
6147977,POLIG. CHARCA DEL HAMBRE SN 67,COMERCIAL,228
6147978,POLIG. CHARCA DEL HAMBRE SN 67,INDUSTRIAL,157
6147980,POLIG. CHARCA DEL HAMBRE SN 13,INDUSTRIAL,44
6147981,POLIG. CHARCA DEL HAMBRE SN 1º,COMERCIAL,46
6147984,POLIG. CHARCA DEL HAMBRE SN 9º,NO DOMESTICO,0
6147985,POLIG. CHARCA DEL HAMBRE SN 11,COMERCIAL,13
6147986,POLIG. CHARCA DEL HAMBRE SN 28,DOMESTICO,2
6147988,POLIG. CHARCA DEL HAMBRE SN 59,COMERCIAL,15
6147989,POLIG. CHARCA DEL HAMBRE SN 58,COMERCIAL,0
6147990,POLIG. CHARCA DEL HAMBRE SN,NO DOMESTICO,0
6147991,POLIG. CHARCA DEL HAMBRE SN 33,DOMESTICO,26
6147993,POLIG. CHARCA DEL HAMBRE 10,NO DOMESTICO,308
6147997,PG.POL. INDUSTRIAL 'SEMILLERO' 1,INDUSTRIAL,8
6147999,POLIG. CHARCA DEL HAMBRE SN 75-A,DOMESTICO,28
6148000,POLIG. CHARCA DEL HAMBRE SN 57-A,COMERCIAL,0
6148002,POLIG. CHARCA DEL HAMBRE SN 75-B,DOMESTICO,9
6148004,PG.POL. INDUSTRIAL 'SEMILLERO' 3,INDUSTRIAL,0
6148008,PG.POL. INDUSTRIAL 'SEMILLERO' 6,COMERCIAL,0
6148009,POLIG. CHARCA DEL HAMBRE SN,DOMESTICO,10
6148011,POLIG. CHARCA DEL HAMBRE SN,NO DOMESTICO,0
6148013,POLIG. CHARCA DEL HAMBRE SN,DOMESTICO,0
6148019,POLIG. CHARCA DEL HAMBRE SN,INDUSTRIAL,6
6148020,PG.POL. INDUSTRIAL 'SEMILLERO 1,GARAJES,2
6148021,PG.POL. INDUSTRIAL 'SEMILLERO 3,GARAJES,5
6148023,CAJUJO SN,COMUNIDAD PROPIETARIOS,1900
6148024,MONTE DEL CASAR SN,COMUNIDAD PROPIETARIOS,4740
6148026,"SANTO, DEL 90",DOMESTICO,10
6148028,"CURA, DEL 43",DOMESTICO,0
6148029,KINEA 3 1º-A,DOMESTICO,5
6148030,KINEA 3 1º-D,DOMESTICO,35
6148031,AV.EJIDO DE ABAJO 135,DOMESTICO,0
6148032,LARGA ALTA 23,DOMESTICO,1
6148034,PG.POL. INDUSTRIAL 'SEMILLERO 5,GARAJES,0
6148035,POLIG. CHARCA DEL HAMBRE SN,COMERCIAL,3
6148036,POLIG. CHARCA DEL HAMBRE 62,NO DOMESTICO,0
6148037,EL MONTE SN,GARAJES,10
6148038,MONTE SN,GANADERO,86
6148039,BARRIONUEVO ALTO 6,DOMESTICO,34
6148041,"CHARCA, CUARTEL 41 1º-A",DOMESTICO,35
6148044,EJIDO SANTO 12,COMERCIAL,2
6148045,FRAILES 15,DOMESTICO,23
6148046,GABRIEL Y GALAN 14,DOMESTICO,0
6148048,LARGA BAJA 28 1,DOMESTICO,0
6148051,LARGA BAJA 84,DOMESTICO,0
6148053,PARRA 17,DOMESTICO,9
6148056,SANTIAGO 50,DOMESTICO,0
6148057,"SANTO, DEL 1",DOMESTICO,0
6148061,"SANTO, DEL 73",DOMESTICO,0
6148063,CISNERO SN,DOMESTICO,0
6148064,CISNERO 1,DOMESTICO,2
6148065,CISNERO 2,DOMESTICO,8
6148067,EL MONTE 2,DOMESTICO,24
6148073,EL MONTE 8,NO DOMESTICO,0
6148075,EL MONTE 10,DOMESTICO,0
6148078,MONTE DEL CASAR 116,DOMESTICO,6
6148079,EL MONTE 14,DOMESTICO,23
6148080,EL MONTE 15,DOMESTICO,13
6148081,EL MONTE 16,DOMESTICO,4
6148082,EL MONTE 17,DOMESTICO,4
6148083,EL MONTE 18,DOMESTICO,11
6148084,EL MONTE 19,DOMESTICO,26
